                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    818,                 1.2995,                 1.0343,                 1.3047,                0.51618,                0.61204,                  0.528,                0.40785,                0.80484,                 1.3962,                 1.1181,              0.0019117,              0.0019117,              0.0019117
                    819,                  1.298,                 1.0311,                 1.3018,                0.51615,                0.61142,                0.52842,                 0.4082,                0.80409,                 1.3957,                 1.1175,              0.0019018,              0.0019018,              0.0019018
                    820,                    1.3,                 1.0329,                 1.3008,                0.51618,                0.61083,                0.52785,                0.40792,                0.80234,                 1.3955,                 1.1157,              0.0018919,              0.0018919,              0.0018919
                    821,                 1.2992,                 1.0311,                 1.3025,                0.51686,                0.61355,                0.52892,                0.40878,                0.80343,                 1.3934,                 1.1164,               0.001882,               0.001882,               0.001882
                    822,                  1.299,                 1.0318,                 1.3012,                0.51451,                0.61391,                0.52934,                0.40883,                0.80283,                 1.3933,                 1.1155,              0.0018721,              0.0018721,              0.0018721
                    823,                 1.2999,                 1.0308,                 1.3013,                0.51836,                0.61271,                0.52905,                0.40851,                0.80416,                 1.3984,                 1.1159,              0.0018622,              0.0018622,              0.0018622
                    824,                 1.2985,                   1.03,                 1.2999,                0.51814,                0.60886,                0.52764,                0.40752,                0.80457,                  1.399,                 1.1159,              0.0018523,              0.0018523,              0.0018523
                    825,                 1.3002,                 1.0309,                 1.3005,                0.52044,                0.60728,                 0.5285,                0.40844,                0.80465,                 1.3974,                  1.116,              0.0018424,              0.0018424,              0.0018424
                    826,                 1.2987,                 1.0313,                 1.3005,                0.51961,                0.60592,                0.52948,                0.40908,                0.80507,                 1.3936,                 1.1161,              0.0018325,              0.0018325,              0.0018325
                    827,                 1.2972,                 1.0289,                 1.3033,                0.51762,                0.61052,                0.52949,                0.40902,                0.80363,                 1.3941,                 1.1163,              0.0018226,              0.0018226,              0.0018226
                    828,                 1.2976,                 1.0297,                 1.3049,                0.51873,                0.61022,                0.52903,                0.40856,                0.80328,                 1.3927,                 1.1162,              0.0018127,              0.0018127,              0.0018127
                    829,                 1.2969,                 1.0305,                 1.3031,                0.51833,                0.61142,                0.52934,                0.40866,                0.80311,                 1.3942,                 1.1164,              0.0018028,              0.0018028,              0.0018028
                    830,                 1.2944,                 1.0271,                 1.3003,                 0.5188,                0.61323,                 0.5296,                  0.409,                0.80205,                 1.3961,                 1.1152,              0.0017929,              0.0017929,              0.0017929
                    831,                 1.2956,                 1.0266,                 1.3001,                0.51085,                0.62129,                0.52884,                0.40804,                0.80387,                 1.3961,                 1.1164,               0.001783,               0.001783,               0.001783
                    832,                 1.2957,                 1.0274,                 1.3012,                0.51019,                0.61983,                 0.5266,                0.40639,                0.80393,                 1.3991,                 1.1169,              0.0017731,              0.0017731,              0.0017731
                    833,                 1.2953,                 1.0273,                 1.3022,                0.51533,                0.61383,                0.52748,                  0.407,                0.80236,                  1.396,                 1.1148,              0.0017632,              0.0017632,              0.0017632
                    834,                 1.2949,                 1.0276,                 1.2979,                0.51576,                0.61474,                0.52716,                0.40692,                0.80336,                 1.3963,                 1.1152,              0.0017533,              0.0017533,              0.0017533
                    835,                 1.2963,                 1.0276,                 1.3013,                0.51217,                0.61752,                0.52659,                0.40689,                0.80181,                 1.3965,                 1.1143,              0.0017434,              0.0017434,              0.0017434
                    836,                 1.2944,                 1.0252,                 1.2987,                0.51005,                0.62066,                 0.5266,                 0.4069,                0.80068,                 1.3982,                 1.1132,              0.0017335,              0.0017335,              0.0017335
                    837,                 1.2928,                 1.0253,                 1.2986,                0.51276,                0.61556,                0.52888,                0.40853,                0.80112,                 1.3981,                 1.1125,              0.0017236,              0.0017236,              0.0017236
                    838,                 1.2922,                 1.0251,                 1.3015,                0.51638,                  0.614,                0.52877,                0.40816,                0.80086,                  1.396,                  1.113,              0.0017137,              0.0017137,              0.0017137
                    839,                 1.2935,                 1.0239,                 1.2954,                0.51493,                0.61196,                0.52865,                0.40829,                0.80057,                 1.3934,                 1.1123,              0.0017038,              0.0017038,              0.0017038
                    840,                 1.2927,                 1.0251,                 1.2948,                0.51558,                0.61549,                0.52917,                0.40888,                0.80057,                 1.3917,                 1.1119,              0.0016939,              0.0016939,              0.0016939
                    841,                 1.2905,                 1.0215,                 1.2968,                0.51771,                0.61308,                0.52952,                0.40885,                0.80071,                 1.3945,                 1.1112,               0.001684,               0.001684,               0.001684
                    842,                 1.2915,                 1.0219,                 1.2989,                0.51877,                0.61308,                 0.5295,                0.40853,                0.80138,                 1.3951,                 1.1119,              0.0016741,              0.0016741,              0.0016741
                    843,                 1.2915,                 1.0231,                 1.2966,                0.51548,                0.61549,                0.52957,                0.40884,                0.80083,                 1.3935,                 1.1108,              0.0016642,              0.0016642,              0.0016642
                    844,                 1.2906,                 1.0228,                 1.2975,                0.51642,                0.61014,                0.52886,                0.40819,                0.79984,                 1.3954,                 1.1102,              0.0016543,              0.0016543,              0.0016543
                    845,                 1.2914,                 1.0229,                 1.2973,                0.51384,                0.61294,                0.52772,                0.40781,                0.80011,                 1.3961,                 1.1114,              0.0016444,              0.0016444,              0.0016444
                    846,                 1.2894,                 1.0222,                 1.2971,                0.51758,                0.60893,                0.52648,                0.40637,                0.80067,                 1.3949,                 1.1129,              0.0016345,              0.0016345,              0.0016345
                    847,                   1.29,                 1.0215,                 1.2947,                 0.5142,                0.61128,                0.52615,                0.40608,                 0.8003,                 1.3938,                 1.1117,              0.0016246,              0.0016246,              0.0016246
                    848,                 1.2903,                 1.0205,                 1.2912,                 0.5158,                0.61217,                0.52872,                0.40857,                0.79997,                 1.3928,                 1.1102,              0.0016147,              0.0016147,              0.0016147
                    849,                 1.2887,                 1.0198,                 1.2956,                0.52141,                0.60522,                0.52949,                0.40923,                0.80025,                 1.3941,                 1.1108,              0.0016048,              0.0016048,              0.0016048
                    850,                 1.2889,                 1.0218,                 1.2951,                0.51458,                0.61406,                 0.5293,                0.40951,                0.80021,                 1.3962,                 1.1111,              0.0015949,              0.0015949,              0.0015949
                    851,                 1.2896,                 1.0189,                 1.2949,                0.51829,                0.60939,                0.53023,                0.41032,                0.79942,                 1.3917,                 1.1111,               0.001585,               0.001585,               0.001585
                    852,                 1.2889,                 1.0186,                 1.2936,                0.51688,                0.61112,                0.52955,                0.40938,                 0.7997,                 1.3921,                 1.1112,              0.0015751,              0.0015751,              0.0015751
                    853,                 1.2871,                 1.0182,                 1.2925,                0.51398,                0.61378,                 0.5302,                0.41049,                0.79914,                 1.3911,                 1.1107,              0.0015652,              0.0015652,              0.0015652
                    854,                 1.2889,                 1.0186,                 1.2912,                0.51781,                0.60773,                0.53056,                0.41048,                0.79769,                 1.3922,                 1.1087,              0.0015553,              0.0015553,              0.0015553
                    855,                 1.2875,                 1.0189,                 1.2934,                0.52109,                0.60462,                0.53054,                 0.4098,                0.79848,                 1.3918,                 1.1089,              0.0015454,              0.0015454,              0.0015454
                    856,                 1.2875,                 1.0167,                 1.2944,                0.51831,                 0.6078,                0.52879,                0.40826,                 0.8008,                 1.3955,                 1.1106,              0.0015355,              0.0015355,              0.0015355
                    857,                 1.2864,                 1.0154,                 1.2932,                0.51631,                0.61376,                 0.5276,                0.40714,                0.80158,                 1.3957,                 1.1106,              0.0015256,              0.0015256,              0.0015256
                    858,                 1.2852,                 1.0159,                 1.2938,                0.51684,                0.61361,                0.52784,                0.40767,                0.79999,                 1.3937,                 1.1102,              0.0015157,              0.0015157,              0.0015157
                    859,                 1.2857,                  1.017,                 1.2944,                0.51849,                0.61556,                 0.5282,                0.40786,                0.80017,                 1.3964,                 1.1113,              0.0015058,              0.0015058,              0.0015058
                    860,                 1.2856,                  1.014,                 1.2918,                0.51833,                0.60841,                0.52626,                0.40652,                0.80099,                 1.4025,                 1.1122,              0.0014959,              0.0014959,              0.0014959
                    861,                 1.2839,                 1.0134,                 1.2932,                0.51348,                0.61549,                0.52745,                0.40796,                 0.8001,                 1.4037,                 1.1117,               0.001486,               0.001486,               0.001486
                    862,                  1.283,                 1.0163,                 1.2904,                0.51104,                0.62152,                0.52807,                0.40817,                0.79917,                 1.3986,                 1.1099,              0.0014761,              0.0014761,              0.0014761
                    863,                 1.2823,                 1.0136,                 1.2927,                0.51026,                0.62257,                0.52933,                0.40946,                0.79719,                 1.3969,                 1.1093,              0.0014662,              0.0014662,              0.0014662
                    864,                 1.2838,                 1.0129,                 1.2922,                0.51114,                0.61978,                0.52868,                0.40905,                0.79698,                  1.394,                 1.1098,              0.0014563,              0.0014563,              0.0014563
                    865,                 1.2863,                 1.0123,                 1.2903,                0.51321,                0.61792,                0.52818,                0.40854,                0.79756,                 1.3913,                  1.109,              0.0014464,              0.0014464,              0.0014464
                    866,                 1.2825,                 1.0117,                 1.2923,                0.51461,                0.61526,                 0.5291,                0.40967,                0.79666,                  1.392,                 1.1089,              0.0014365,              0.0014365,              0.0014365
                    867,                 1.2832,                 1.0116,                 1.2903,                0.51692,                0.61716,                0.52895,                0.40973,                0.79649,                  1.391,                 1.1089,              0.0014266,              0.0014266,              0.0014266
                    868,                 1.2819,                 1.0113,                 1.2912,                0.51495,                 0.6185,                 0.5299,                0.41041,                0.79528,                 1.3882,                 1.1084,              0.0014167,              0.0014167,              0.0014167
                    869,                 1.2824,                 1.0105,                 1.2896,                0.51558,                0.62152,                0.53168,                0.41157,                0.79406,                 1.3848,                 1.1067,              0.0014068,              0.0014068,              0.0014068
                    870,                 1.2811,                 1.0093,                 1.2883,                 0.5197,                0.61837,                0.53205,                0.41204,                0.79437,                  1.386,                 1.1065,              0.0013969,              0.0013969,              0.0013969
                    871,                 1.2818,                 1.0086,                 1.2884,                0.52347,                 0.6148,                 0.5317,                0.41166,                0.79575,                 1.3881,                 1.1065,               0.001387,               0.001387,               0.001387
                    872,                 1.2807,                 1.0087,                 1.2893,                0.52221,                0.60989,                0.53033,                0.41023,                0.79693,                 1.3914,                 1.1082,              0.0013771,              0.0013771,              0.0013771
                    873,                 1.2822,                 1.0107,                 1.2864,                0.52249,                0.61097,                0.53145,                0.41133,                0.79722,                  1.391,                 1.1073,              0.0013672,              0.0013672,              0.0013672
                    874,                 1.2794,                 1.0068,                 1.2875,                0.51878,                0.61413,                0.53159,                0.41178,                0.79784,                 1.3944,                 1.1071,              0.0013573,              0.0013573,              0.0013573
                    875,                   1.28,                 1.0091,                 1.2866,                0.51762,                0.61534,                0.53137,                0.41165,                0.79756,                 1.3934,                  1.107,              0.0013474,              0.0013474,              0.0013474
                    876,                 1.2792,                  1.007,                 1.2864,                0.51674,                0.61406,                0.53051,                0.41116,                0.79706,                 1.3998,                 1.1065,              0.0013375,              0.0013375,              0.0013375
                    877,                 1.2779,                 1.0047,                 1.2868,                0.51695,                0.61571,                0.53047,                0.41101,                0.79735,                 1.3986,                 1.1057,              0.0013276,              0.0013276,              0.0013276
                    878,                 1.2779,                 1.0045,                 1.2885,                0.51727,                0.61602,                0.53108,                0.41156,                0.79414,                 1.3994,                 1.1037,              0.0013177,              0.0013177,              0.0013177
                    879,                 1.2785,                  1.006,                 1.2851,                0.52035,                0.60826,                0.53052,                0.41069,                 0.7945,                 1.3983,                 1.1034,              0.0013078,              0.0013078,              0.0013078
                    880,                 1.2779,                 1.0072,                 1.2865,                0.51897,                0.61201,                0.53113,                0.41131,                0.79485,                 1.3945,                 1.1043,              0.0012979,              0.0012979,              0.0012979
                    881,                 1.2775,                 1.0036,                 1.2848,                 0.5174,                0.61707,                0.53118,                0.41182,                0.79472,                 1.3908,                  1.105,               0.001288,               0.001288,               0.001288
                    882,                 1.2769,                  1.004,                 1.2839,                0.51829,                0.61677,                0.53179,                0.41242,                0.79418,                 1.3889,                 1.1048,              0.0012781,              0.0012781,              0.0012781
                    883,                 1.2769,                 1.0041,                 1.2843,                0.51654,                0.61963,                0.53175,                0.41215,                0.79288,                 1.3875,                 1.1032,              0.0012682,              0.0012682,              0.0012682
                    884,                 1.2752,                 1.0026,                 1.2853,                0.51798,                0.61639,                 0.5315,                 0.4124,                0.79133,                  1.386,                 1.1022,              0.0012583,              0.0012583,              0.0012583
                    885,                 1.2742,                 1.0004,                 1.2833,                0.51413,                 0.6229,                0.53211,                0.41314,                0.79188,                 1.3861,                 1.1023,              0.0012484,              0.0012484,              0.0012484
                    886,                 1.2751,                 1.0023,                 1.2853,                0.51175,                0.62404,                0.53227,                0.41327,                0.79099,                 1.3897,                 1.1022,              0.0012385,              0.0012385,              0.0012385
                    887,                 1.2757,                0.99958,                 1.2825,                0.51444,                0.61897,                0.53174,                0.41285,                 0.7901,                   1.39,                 1.1011,              0.0012286,              0.0012286,              0.0012286
                    888,                 1.2738,                 1.0005,                 1.2835,                0.51938,                0.61027,                0.53146,                0.41247,                0.79145,                 1.3931,                 1.1015,              0.0012187,              0.0012187,              0.0012187
                    889,                 1.2739,                0.99932,                 1.2852,                0.51767,                0.61368,                0.53081,                0.41188,                0.79288,                  1.395,                 1.1032,              0.0012088,              0.0012088,              0.0012088
                    890,                  1.272,                0.99795,                 1.2827,                0.51804,                0.61232,                0.53059,                0.41203,                0.79127,                 1.3951,                 1.1016,              0.0011989,              0.0011989,              0.0011989
                    891,                 1.2713,                0.99825,                 1.2808,                0.51898,                0.61202,                0.53101,                0.41288,                0.79147,                 1.3979,                 1.1024,               0.001189,               0.001189,               0.001189
                    892,                 1.2706,                0.99696,                 1.2801,                0.51557,                0.61737,                0.53233,                0.41344,                0.79081,                 1.3944,                 1.1013,              0.0011791,              0.0011791,              0.0011791
                    893,                 1.2718,                0.99831,                 1.2822,                0.51768,                0.61782,                0.53297,                0.41376,                0.79011,                 1.3909,                 1.1016,              0.0011692,              0.0011692,              0.0011692
                    894,                 1.2703,                0.99704,                 1.2798,                0.51791,                0.62123,                0.53459,                0.41521,                0.78958,                 1.3863,                 1.1012,              0.0011593,              0.0011593,              0.0011593
                    895,                 1.2695,                0.99535,                 1.2791,                0.52113,                0.61956,                0.53534,                0.41569,                0.78923,                 1.3848,                 1.1006,              0.0011494,              0.0011494,              0.0011494
                    896,                 1.2715,                0.99487,                 1.2808,                0.52453,                  0.616,                0.53637,                0.41676,                0.78981,                 1.3817,                 1.1015,              0.0011395,              0.0011395,              0.0011395
                    897,                 1.2709,                0.99432,                 1.2777,                0.52207,                0.61677,                0.53504,                0.41519,                0.78952,                 1.3842,                 1.1003,              0.0011296,              0.0011296,              0.0011296
                    898,                 1.2705,                0.99405,                 1.2798,                0.52126,                 0.6188,                 0.5341,                0.41438,                0.79078,                 1.3857,                 1.1012,              0.0011197,              0.0011197,              0.0011197
                    899,                 1.2703,                0.99493,                 1.2765,                0.52285,                0.61715,                0.53373,                0.41403,                0.79073,                 1.3826,                    1.1,              0.0011098,              0.0011098,              0.0011098
                    900,                 1.2682,                0.99184,                 1.2763,                0.52381,                0.61669,                0.53368,                0.41438,                0.79129,                 1.3815,                 1.0998,              0.0010999,              0.0010999,              0.0010999
                    901,                 1.2695,                0.99117,                 1.2798,                0.51946,                0.61835,                0.53379,                0.41447,                0.79139,                  1.386,                 1.0996,                0.00109,                0.00109,                0.00109
                    902,                 1.2666,                0.98932,                 1.2751,                0.51472,                0.62152,                0.53266,                0.41319,                0.79141,                 1.3875,                 1.0988,              0.0010801,              0.0010801,              0.0010801
                    903,                 1.2676,                0.99123,                 1.2781,                0.52166,                0.61195,                0.53185,                 0.4126,                0.79189,                 1.3871,                    1.1,              0.0010702,              0.0010702,              0.0010702
                    904,                 1.2667,                0.99059,                 1.2776,                0.51935,                0.61237,                0.53152,                0.41243,                0.79173,                 1.3881,                  1.101,              0.0010603,              0.0010603,              0.0010603
                    905,                  1.267,                0.98921,                 1.2763,                 0.5206,                0.61428,                0.53194,                0.41254,                0.78985,                  1.386,                 1.0991,              0.0010504,              0.0010504,              0.0010504
                    906,                  1.266,                  0.987,                  1.274,                0.51712,                0.61751,                0.53144,                0.41185,                0.78983,                 1.3892,                 1.0982,              0.0010405,              0.0010405,              0.0010405
                    907,                 1.2652,                0.98953,                 1.2751,                0.51661,                0.61639,                0.53226,                0.41277,                0.78873,                 1.3887,                 1.0976,              0.0010306,              0.0010306,              0.0010306
                    908,                 1.2633,                0.98644,                 1.2749,                0.51542,                0.61835,                0.53239,                0.41324,                0.78777,                 1.3905,                  1.097,              0.0010207,              0.0010207,              0.0010207
                    909,                 1.2618,                 0.9857,                 1.2746,                0.51757,                0.61813,                0.53139,                0.41281,                0.78713,                 1.3894,                 1.0968,              0.0010108,              0.0010108,              0.0010108
                    910,                 1.2628,                 0.9866,                 1.2741,                0.51322,                0.62257,                 0.5309,                0.41282,                0.78633,                 1.3881,                 1.0959,              0.0010009,              0.0010009,              0.0010009
                    911,                 1.2637,                0.98425,                 1.2718,                0.51717,                0.61511,                0.53166,                0.41338,                0.78662,                 1.3848,                 1.0961,               0.000991,               0.000991,               0.000991
                    912,                 1.2636,                0.98504,                 1.2758,                0.51517,                0.61789,                  0.532,                0.41336,                  0.787,                 1.3842,                  1.097,              0.0009811,              0.0009811,              0.0009811
                    913,                 1.2637,                0.98536,                 1.2742,                0.51449,                 0.6179,                0.53212,                0.41365,                0.78699,                 1.3842,                 1.0963,              0.0009712,              0.0009712,              0.0009712
                    914,                 1.2625,                0.98282,                  1.267,                0.51732,                0.61677,                0.53209,                 0.4138,                 0.7868,                  1.381,                 1.0948,              0.0009613,              0.0009613,              0.0009613
                    915,                 1.2609,                0.98093,                 1.2661,                0.51349,                0.61918,                0.53206,                0.41355,                0.78582,                 1.3845,                 1.0936,              0.0009514,              0.0009514,              0.0009514
                    916,                   1.26,                0.98248,                 1.2723,                0.51438,                0.61617,                0.53286,                0.41447,                0.78469,                 1.3848,                 1.0935,              0.0009415,              0.0009415,              0.0009415
                    917,                 1.2597,                0.98101,                 1.2738,                0.50948,                0.62653,                0.53319,                 0.4146,                0.78384,                 1.3849,                  1.094,              0.0009316,              0.0009316,              0.0009316
                    918,                  1.259,                0.97991,                 1.2714,                  0.508,                0.63214,                0.53261,                0.41423,                0.78402,                 1.3856,                 1.0934,              0.0009217,              0.0009217,              0.0009217
                    919,                 1.2579,                  0.981,                 1.2709,                0.51396,                0.62378,                0.53216,                0.41415,                0.78386,                 1.3864,                  1.093,              0.0009118,              0.0009118,              0.0009118
                    920,                 1.2565,                0.97755,                 1.2701,                 0.5153,                0.62054,                0.53137,                0.41344,                0.78388,                  1.387,                 1.0934,              0.0009019,              0.0009019,              0.0009019
                    921,                 1.2572,                0.97744,                 1.2676,                0.51753,                0.61901,                0.53134,                0.41408,                 0.7818,                 1.3881,                 1.0912,               0.000892,               0.000892,               0.000892
                    922,                 1.2574,                0.97864,                 1.2684,                0.51688,                0.62167,                0.53231,                 0.4152,                0.78138,                 1.3852,                 1.0913,              0.0008821,              0.0008821,              0.0008821
                    923,                  1.257,                0.97615,                 1.2682,                0.51474,                0.62371,                0.53188,                0.41497,                 0.7814,                 1.3851,                 1.0908,              0.0008722,              0.0008722,              0.0008722
                    924,                 1.2551,                0.97389,                 1.2674,                0.51764,                0.61609,                 0.5314,                0.41412,                0.78186,                 1.3886,                 1.0913,              0.0008623,              0.0008623,              0.0008623
                    925,                 1.2538,                0.97398,                 1.2668,                0.51611,                0.62046,                0.53087,                0.41358,                0.78186,                 1.3913,                 1.0922,              0.0008524,              0.0008524,              0.0008524
                    926,                 1.2535,                0.97495,                  1.265,                0.52059,                 0.6127,                0.53096,                0.41339,                0.78225,                 1.3857,                 1.0921,              0.0008425,              0.0008425,              0.0008425
                    927,                 1.2515,                0.97064,                 1.2677,                0.52128,                0.61037,                0.53067,                0.41261,                 0.7815,                 1.3871,                 1.0917,              0.0008326,              0.0008326,              0.0008326
                    928,                 1.2522,                0.97384,                 1.2679,                 0.5191,                 0.6138,                0.53112,                0.41284,                0.78257,                 1.3864,                 1.0928,              0.0008227,              0.0008227,              0.0008227
                    929,                 1.2518,                0.97284,                 1.2659,                0.52037,                0.61624,                0.53124,                0.41339,                0.78063,                 1.3806,                 1.0907,              0.0008128,              0.0008128,              0.0008128
                    930,                 1.2514,                0.97194,                 1.2672,                0.51828,                0.61843,                0.53179,                 0.4135,                0.78342,                 1.3795,                 1.0926,              0.0008029,              0.0008029,              0.0008029
                    931,                 1.2512,                0.96947,                 1.2668,                0.51692,                0.62288,                0.53284,                0.41468,                0.78199,                 1.3747,                 1.0918,               0.000793,               0.000793,               0.000793
                    932,                 1.2495,                0.96947,                 1.2658,                0.51768,                0.62197,                0.53419,                0.41572,                0.78262,                 1.3743,                 1.0919,              0.0007831,              0.0007831,              0.0007831
                    933,                 1.2501,                0.96833,                 1.2631,                0.52215,                0.61607,                0.53411,                0.41627,                 0.7813,                 1.3739,                 1.0898,              0.0007732,              0.0007732,              0.0007732
                    934,                  1.248,                0.96578,                  1.264,                0.52125,                0.61745,                0.53335,                 0.4154,                 0.7794,                 1.3733,                 1.0885,              0.0007633,              0.0007633,              0.0007633
                    935,                 1.2463,                 0.9652,                 1.2629,                0.51908,                0.61624,                0.53368,                0.41607,                0.77963,                  1.375,                 1.0885,              0.0007534,              0.0007534,              0.0007534
                    936,                 1.2481,                0.96513,                 1.2652,                 0.5188,                0.62046,                0.53336,                0.41584,                 0.7801,                  1.376,                 1.0893,              0.0007435,              0.0007435,              0.0007435
                    937,                 1.2472,                0.96325,                 1.2633,                0.51636,                0.62189,                0.53203,                0.41459,                0.78151,                 1.3795,                 1.0905,              0.0007336,              0.0007336,              0.0007336
                    938,                 1.2465,                0.96317,                 1.2631,                0.51586,                0.62137,                0.53096,                0.41366,                0.78058,                 1.3804,                 1.0899,              0.0007237,              0.0007237,              0.0007237
                    939,                 1.2464,                0.96364,                 1.2605,                0.51376,                0.62573,                0.53282,                0.41502,                0.78052,                 1.3804,                 1.0896,              0.0007138,              0.0007138,              0.0007138
                    940,                 1.2456,                0.96141,                 1.2607,                0.51576,                0.62159,                0.53311,                0.41541,                 0.7808,                 1.3799,                 1.0894,              0.0007039,              0.0007039,              0.0007039
                    941,                 1.2456,                0.96084,                 1.2586,                0.51765,                0.62001,                0.53264,                 0.4149,                0.78205,                 1.3795,                 1.0896,               0.000694,               0.000694,               0.000694
                    942,                 1.2448,                0.95994,                 1.2597,                0.51718,                0.61715,                0.53162,                0.41415,                0.78201,                 1.3826,                 1.0893,              0.0006841,              0.0006841,              0.0006841
                    943,                 1.2435,                0.95975,                 1.2636,                0.51395,                0.62279,                 0.5305,                0.41336,                 0.7812,                 1.3817,                 1.0904,              0.0006742,              0.0006742,              0.0006742
                    944,                 1.2428,                0.95933,                 1.2624,                0.51977,                0.61642,                 0.5307,                0.41358,                0.77871,                 1.3821,                  1.089,              0.0006643,              0.0006643,              0.0006643
                    945,                 1.2404,                0.95511,                 1.2595,                  0.519,                0.61504,                0.53095,                0.41406,                0.77904,                 1.3808,                 1.0891,              0.0006544,              0.0006544,              0.0006544
                    946,                 1.2402,                0.95565,                 1.2566,                0.52086,                0.61052,                0.53035,                0.41364,                 0.7795,                 1.3807,                  1.088,              0.0006445,              0.0006445,              0.0006445
                    947,                 1.2396,                0.95523,                 1.2566,                0.51984,                0.61007,                 0.5307,                0.41373,                0.77917,                 1.3794,                 1.0876,              0.0006346,              0.0006346,              0.0006346
                    948,                 1.2368,                0.95254,                 1.2555,                0.52408,                0.60517,                0.53079,                0.41383,                0.77946,                 1.3773,                  1.088,              0.0006247,              0.0006247,              0.0006247
                    949,                 1.2376,                0.95075,                 1.2571,                0.52234,                 0.6078,                0.53155,                0.41444,                0.77902,                 1.3781,                 1.0877,              0.0006148,              0.0006148,              0.0006148
                    950,                 1.2382,                0.95222,                 1.2554,                0.52197,                0.60946,                0.53122,                0.41436,                0.77928,                 1.3786,                 1.0874,              0.0006049,              0.0006049,              0.0006049
                    951,                 1.2374,                0.94971,                 1.2544,                0.52044,                0.61006,                0.53119,                0.41438,                0.77956,                 1.3774,                  1.088,               0.000595,               0.000595,               0.000595
