                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                  1.413,                 1.1795,                 1.3999,                0.49306,                0.58859,                0.49805,                0.36935,                0.90754,                 1.4501,                 1.2177,               0.008416,               0.008416,               0.008416
                    162,                 1.4159,                 1.1818,                 1.4042,                0.49627,                0.58136,                0.49608,                0.36767,                0.90793,                 1.4548,                 1.2185,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.4154,                 1.1795,                 1.4024,                0.49672,                0.58189,                0.49528,                0.36733,                 0.9062,                 1.4545,                 1.2169,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.4151,                 1.1814,                 1.4002,                0.49872,                0.58031,                0.49548,                0.36708,                0.90706,                 1.4532,                  1.217,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.4158,                 1.1814,                  1.403,                0.49862,                0.57986,                 0.4962,                0.36741,                 0.9068,                 1.4519,                  1.217,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.4149,                 1.1788,                  1.402,                0.49813,                0.58083,                0.49574,                 0.3669,                0.90822,                 1.4533,                 1.2187,              0.0083665,              0.0083665,              0.0083665
                    167,                  1.414,                 1.1787,                 1.4007,                 0.4963,                0.57933,                0.49545,                0.36713,                0.90605,                 1.4548,                 1.2177,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.4144,                 1.1808,                 1.4019,                0.49676,                0.57978,                0.49674,                0.36842,                0.90667,                 1.4545,                 1.2183,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.4159,                 1.1807,                 1.4037,                0.49741,                0.58445,                0.49828,                0.36962,                0.90722,                 1.4529,                 1.2189,              0.0083368,              0.0083368,              0.0083368
                    170,                  1.413,                 1.1794,                 1.4014,                0.49991,                0.57737,                0.49745,                0.36915,                0.90831,                 1.4576,                 1.2199,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.4131,                 1.1775,                 1.4002,                0.50044,                0.57744,                0.49675,                0.36849,                0.90722,                 1.4592,                 1.2188,               0.008317,               0.008317,               0.008317
                    172,                 1.4126,                 1.1781,                 1.3993,                0.49395,                0.58783,                0.49643,                0.36833,                0.90602,                 1.4625,                 1.2178,              0.0083071,              0.0083071,              0.0083071
                    173,                  1.414,                 1.1792,                 1.4011,                0.49672,                0.58415,                0.49691,                0.36826,                0.90581,                 1.4596,                 1.2172,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.4139,                 1.1785,                 1.3996,                0.50079,                0.57955,                0.49675,                0.36837,                0.90532,                 1.4607,                 1.2171,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.4132,                 1.1802,                 1.3994,                 0.5032,                0.57722,                0.49752,                  0.369,                0.90609,                 1.4579,                 1.2169,              0.0082774,              0.0082774,              0.0082774
                    176,                 1.4148,                 1.1795,                  1.399,                 0.4998,                0.58144,                0.49759,                0.36884,                0.90604,                 1.4573,                  1.217,              0.0082675,              0.0082675,              0.0082675
                    177,                 1.4136,                 1.1788,                 1.3971,                0.49697,                0.58294,                0.49607,                0.36809,                0.90671,                 1.4611,                 1.2175,              0.0082576,              0.0082576,              0.0082576
                    178,                 1.4128,                 1.1796,                 1.3989,                0.49832,                0.57986,                0.49586,                0.36754,                 0.9064,                  1.463,                 1.2173,              0.0082477,              0.0082477,              0.0082477
                    179,                 1.4127,                 1.1764,                 1.3985,                0.49968,                 0.5794,                0.49658,                0.36794,                0.90695,                 1.4591,                  1.218,              0.0082378,              0.0082378,              0.0082378
                    180,                 1.4144,                 1.1797,                 1.4013,                0.50069,                0.57857,                0.49761,                0.36867,                0.90642,                 1.4545,                 1.2183,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.4118,                 1.1779,                 1.4015,                0.49867,                0.57933,                0.49783,                0.36912,                0.90602,                  1.452,                 1.2186,               0.008218,               0.008218,               0.008218
                    182,                 1.4119,                 1.1787,                 1.4016,                0.50019,                0.57789,                0.49906,                0.36988,                 0.9058,                 1.4501,                 1.2182,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.4127,                 1.1778,                 1.4019,                 0.4959,                0.58346,                0.49978,                0.37061,                0.90613,                 1.4503,                 1.2187,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.4123,                 1.1777,                 1.4003,                 0.4947,                 0.5895,                0.50093,                0.37115,                0.90502,                 1.4429,                 1.2179,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.4118,                  1.177,                    1.4,                0.49519,                0.58777,                0.50046,                0.37134,                0.90411,                 1.4423,                 1.2173,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.4115,                 1.1762,                 1.3989,                0.49307,                 0.5907,                 0.4999,                0.37123,                0.90457,                 1.4477,                 1.2181,              0.0081685,              0.0081685,              0.0081685
                    187,                 1.4118,                  1.175,                 1.3983,                0.49437,                 0.5898,                0.49921,                0.37062,                0.90556,                 1.4512,                 1.2184,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.4122,                  1.178,                 1.4012,                0.49627,                0.58633,                 0.4994,                0.37041,                0.90572,                 1.4488,                 1.2179,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.4132,                 1.1778,                 1.3994,                0.50031,                0.58083,                0.49925,                0.37061,                0.90623,                 1.4491,                 1.2184,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.4107,                  1.178,                 1.3998,                0.49658,                0.58713,                0.49936,                0.37028,                0.90496,                 1.4458,                 1.2167,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.4108,                 1.1758,                 1.3977,                0.49639,                0.58566,                 0.4977,                0.36902,                 0.9047,                 1.4504,                 1.2152,               0.008119,               0.008119,               0.008119
                    192,                 1.4105,                 1.1763,                 1.3986,                0.49665,                0.58754,                0.49906,                0.37051,                0.90394,                 1.4491,                 1.2138,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.4106,                 1.1752,                 1.3962,                0.49722,                0.58611,                0.49901,                 0.3704,                0.90304,                 1.4497,                 1.2128,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.4126,                 1.1793,                 1.3953,                0.49662,                0.58528,                0.49806,                0.36969,                0.90326,                 1.4506,                 1.2124,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.4104,                 1.1765,                 1.3953,                0.49529,                0.58641,                0.49821,                0.37032,                0.90236,                 1.4504,                 1.2118,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.4096,                 1.1742,                 1.3985,                0.49775,                0.58503,                0.49726,                0.36939,                0.90228,                 1.4525,                  1.213,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.4112,                 1.1749,                 1.3983,                 0.4983,                0.58267,                0.49744,                0.36988,                0.90296,                 1.4538,                  1.214,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.4116,                 1.1741,                 1.3985,                0.50175,                0.57534,                 0.4969,                 0.3691,                0.90333,                 1.4522,                 1.2147,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.4101,                 1.1739,                 1.3992,                0.49944,                0.57714,                0.49595,                0.36841,                 0.9015,                 1.4557,                 1.2135,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.4097,                 1.1763,                 1.3989,                0.50078,                0.57865,                0.49714,                0.36923,                0.90075,                 1.4519,                 1.2132,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.4078,                 1.1734,                 1.3964,                    0.5,                0.57835,                 0.4984,                 0.3698,                0.89961,                 1.4497,                  1.212,                0.00802,                0.00802,                0.00802
                    202,                 1.4104,                 1.1746,                  1.397,                0.50058,                 0.5788,                0.49897,                0.37061,                0.89978,                 1.4469,                 1.2118,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.4115,                 1.1742,                 1.3984,                0.50159,                 0.5776,                0.50038,                 0.3715,                0.90004,                 1.4464,                 1.2127,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.4111,                 1.1756,                 1.3967,                 0.4977,                0.58081,                 0.4982,                0.37005,                0.90146,                 1.4482,                 1.2135,              0.0079903,              0.0079903,              0.0079903
                    205,                   1.41,                 1.1765,                 1.4005,                0.49276,                0.58528,                0.49674,                0.36897,                0.90228,                 1.4522,                 1.2144,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.4092,                 1.1735,                 1.3965,                0.49466,                0.58679,                0.49756,                0.36973,                0.90187,                 1.4488,                 1.2144,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.4092,                 1.1726,                 1.3975,                0.49535,                  0.583,                0.49574,                0.36848,                0.89948,                  1.452,                 1.2131,              0.0079606,              0.0079606,              0.0079606
                    208,                  1.409,                 1.1729,                 1.3976,                0.49429,                0.58413,                0.49493,                0.36759,                0.89823,                 1.4587,                 1.2119,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.4102,                 1.1735,                  1.393,                0.49124,                0.58528,                 0.4934,                0.36595,                0.89894,                 1.4598,                 1.2115,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.4093,                 1.1729,                  1.395,                0.49667,                 0.5826,                0.49597,                 0.3681,                0.89928,                 1.4587,                 1.2112,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.4077,                 1.1734,                 1.3973,                0.49627,                 0.5837,                0.49761,                0.36961,                0.89956,                 1.4558,                 1.2119,               0.007921,               0.007921,               0.007921
                    212,                  1.408,                 1.1755,                 1.3968,                0.49436,                0.58505,                0.49889,                0.37095,                 0.8996,                 1.4523,                 1.2125,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.4089,                 1.1731,                 1.3971,                0.49888,                0.58026,                0.49906,                0.37102,                0.89985,                   1.45,                 1.2128,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.4091,                 1.1746,                 1.3975,                0.50072,                0.57942,                0.50063,                0.37216,                0.89898,                 1.4479,                 1.2128,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.4083,                 1.1733,                 1.3959,                0.50375,                0.57569,                0.49984,                0.37138,                0.89747,                 1.4468,                 1.2112,              0.0078814,              0.0078814,              0.0078814
                    216,                  1.409,                 1.1732,                 1.3965,                0.50117,                0.57963,                0.49886,                0.37029,                0.89645,                 1.4483,                   1.21,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.4087,                 1.1715,                 1.3981,                0.50114,                0.57932,                0.49944,                0.37125,                0.89701,                 1.4496,                 1.2103,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.4064,                 1.1712,                 1.3931,                0.49974,                0.57948,                0.50004,                0.37194,                0.89594,                 1.4497,                 1.2085,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.4086,                 1.1721,                 1.3955,                0.49797,                0.58415,                0.50043,                0.37225,                0.89727,                 1.4515,                 1.2097,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.4083,                 1.1722,                 1.3959,                0.49865,                0.58228,                 0.5009,                0.37199,                0.89774,                 1.4501,                 1.2091,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.4075,                 1.1706,                  1.394,                0.50025,                0.58279,                0.49985,                0.37119,                0.89902,                 1.4478,                 1.2099,               0.007822,               0.007822,               0.007822
                    222,                 1.4079,                 1.1722,                 1.3965,                0.50183,                0.57948,                0.49848,                0.37005,                0.89926,                  1.448,                 1.2097,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.4066,                 1.1705,                  1.396,                0.50053,                0.58132,                0.49892,                0.37014,                0.89813,                 1.4473,                 1.2101,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.4072,                 1.1719,                 1.3953,                0.49947,                0.58031,                0.49816,                0.36988,                0.89799,                 1.4492,                 1.2099,              0.0077923,              0.0077923,              0.0077923
                    225,                  1.407,                 1.1712,                 1.3954,                0.49837,                0.58234,                0.49943,                0.37112,                0.89714,                 1.4464,                 1.2091,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.4062,                 1.1724,                 1.3953,                0.49814,                 0.5834,                0.49885,                0.37083,                0.89783,                 1.4463,                 1.2093,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.4063,                 1.1716,                 1.3955,                0.49597,                0.58815,                0.49984,                0.37107,                 0.8983,                 1.4481,                 1.2096,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.4069,                 1.1723,                 1.3968,                0.50144,                0.57857,                0.49839,                0.36986,                0.89865,                 1.4522,                 1.2107,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.4072,                 1.1716,                 1.3938,                0.50326,                0.57954,                0.49906,                0.37057,                0.89991,                 1.4497,                 1.2112,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.4061,                  1.171,                 1.3952,                0.49894,                0.58145,                0.49809,                0.36969,                  0.899,                 1.4491,                 1.2108,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.4067,                 1.1706,                 1.3968,                0.49908,                0.58415,                0.49904,                0.37105,                0.89598,                 1.4455,                 1.2094,               0.007723,               0.007723,               0.007723
                    232,                 1.4058,                 1.1687,                 1.3945,                  0.497,                0.58321,                0.49877,                0.37082,                0.89693,                 1.4494,                 1.2105,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.4079,                 1.1713,                 1.3984,                0.49912,                0.58008,                0.49875,                0.37125,                0.89703,                 1.4513,                 1.2114,              0.0077032,              0.0077032,              0.0077032
                    234,                  1.405,                 1.1703,                 1.3981,                0.49815,                0.58551,                0.49965,                0.37174,                0.89712,                 1.4457,                 1.2122,              0.0076933,              0.0076933,              0.0076933
                    235,                  1.406,                 1.1699,                 1.3946,                0.49542,                0.58807,                0.49993,                0.37193,                0.89819,                 1.4438,                 1.2123,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.4057,                 1.1699,                  1.396,                 0.4969,                0.58603,                0.49954,                0.37161,                0.89822,                 1.4449,                  1.212,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.4056,                 1.1708,                 1.3964,                0.49786,                 0.5837,                0.49947,                0.37139,                0.89564,                 1.4462,                 1.2099,              0.0076636,              0.0076636,              0.0076636
                    238,                 1.4042,                 1.1658,                 1.3941,                0.49636,                0.58483,                0.50072,                0.37288,                 0.8953,                 1.4436,                 1.2097,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.4061,                 1.1694,                 1.3956,                0.49779,                0.58212,                0.50106,                 0.3732,                0.89596,                 1.4456,                 1.2096,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.4063,                 1.1694,                 1.3951,                  0.497,                0.58528,                0.50087,                0.37247,                0.89521,                 1.4459,                 1.2085,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.4063,                 1.1684,                 1.3936,                0.50036,                0.58038,                0.50069,                0.37259,                0.89499,                 1.4462,                 1.2082,               0.007624,               0.007624,               0.007624
                    242,                 1.4048,                 1.1694,                 1.3949,                0.50109,                0.58234,                0.50189,                0.37341,                0.89631,                 1.4433,                 1.2093,              0.0076141,              0.0076141,              0.0076141
                    243,                  1.404,                 1.1689,                 1.3917,                0.50115,                0.58309,                0.50189,                0.37334,                0.89647,                 1.4417,                 1.2094,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.4044,                 1.1682,                 1.3929,                0.49889,                 0.5834,                 0.5003,                0.37171,                0.89797,                 1.4433,                 1.2102,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.4057,                 1.1689,                 1.3919,                0.49403,                0.58965,                0.49995,                0.37181,                0.89716,                 1.4439,                 1.2091,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.4049,                 1.1668,                 1.3908,                0.49583,                0.58715,                0.49956,                0.37096,                0.89804,                 1.4456,                 1.2085,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.4052,                 1.1668,                 1.3938,                0.49642,                0.58792,                0.49979,                0.37137,                0.89826,                  1.447,                  1.209,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.4047,                 1.1677,                 1.3935,                0.49836,                0.58724,                0.50098,                0.37206,                0.89765,                 1.4494,                 1.2087,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.4032,                 1.1673,                 1.3915,                0.49512,                0.58754,                0.50192,                0.37311,                0.89732,                 1.4491,                 1.2076,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.4031,                  1.165,                 1.3912,                0.49797,                0.58415,                 0.5025,                0.37358,                 0.8974,                 1.4484,                 1.2085,              0.0075349,              0.0075349,              0.0075349
                    251,                  1.405,                 1.1687,                 1.3946,                0.50251,                0.57797,                0.50128,                0.37261,                0.89844,                 1.4502,                 1.2098,               0.007525,               0.007525,               0.007525
                    252,                 1.4046,                  1.168,                 1.3918,                0.49894,                0.58181,                0.50114,                0.37354,                0.89627,                 1.4516,                 1.2085,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.4042,                 1.1679,                 1.3918,                0.50272,                 0.5776,                0.50068,                 0.3729,                0.89683,                 1.4562,                 1.2089,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.4034,                 1.1689,                 1.3924,                0.50367,                0.57481,                0.49905,                0.37154,                0.89683,                  1.456,                 1.2089,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.4046,                 1.1684,                 1.3935,                0.50517,                0.57714,                0.50081,                0.37304,                0.89579,                 1.4533,                 1.2085,              0.0074854,              0.0074854,              0.0074854
                    256,                 1.4039,                 1.1668,                 1.3934,                0.50951,                0.57198,                 0.5019,                0.37355,                0.89538,                  1.451,                 1.2081,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.4055,                 1.1669,                 1.3901,                0.50668,                0.57503,                0.50171,                0.37412,                0.89562,                  1.449,                 1.2072,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.4029,                 1.1677,                  1.392,                0.50017,                0.58114,                0.50155,                 0.3738,                0.89381,                 1.4495,                 1.2058,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.4033,                 1.1671,                 1.3942,                0.50115,                 0.5797,                0.50247,                0.37381,                0.89453,                 1.4497,                 1.2073,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.4038,                 1.1675,                 1.3931,                0.50351,                0.57353,                0.50106,                0.37275,                0.89473,                 1.4532,                 1.2074,              0.0074359,              0.0074359,              0.0074359
                    261,                 1.4034,                 1.1665,                 1.3925,                0.50328,                0.57684,                 0.5005,                0.37226,                 0.8954,                 1.4543,                 1.2076,               0.007426,               0.007426,               0.007426
                    262,                 1.4036,                 1.1667,                  1.392,                0.50464,                0.57684,                0.50097,                0.37297,                0.89387,                 1.4494,                  1.206,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.4023,                 1.1649,                 1.3913,                0.50358,                0.57943,                0.50022,                0.37245,                0.89375,                 1.4485,                 1.2052,              0.0074062,              0.0074062,              0.0074062
                    264,                 1.4021,                 1.1659,                 1.3937,                0.50288,                0.58106,                0.50142,                0.37369,                0.89427,                 1.4476,                 1.2055,              0.0073963,              0.0073963,              0.0073963
                    265,                 1.4015,                 1.1641,                  1.391,                 0.5024,                0.58537,                0.50262,                0.37473,                0.89332,                 1.4439,                 1.2049,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.4011,                 1.1645,                 1.3908,                0.50456,                0.58309,                0.50282,                0.37496,                0.89272,                  1.441,                 1.2047,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.4017,                 1.1641,                 1.3916,                0.50254,                0.58279,                0.50246,                0.37457,                0.89175,                 1.4439,                 1.2044,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.4014,                 1.1649,                 1.3912,                0.50097,                0.58234,                0.50121,                0.37401,                0.89175,                 1.4466,                 1.2048,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.4008,                 1.1625,                 1.3912,                 0.5001,                0.58445,                0.50114,                0.37345,                0.89315,                 1.4511,                 1.2064,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.4017,                 1.1656,                 1.3905,                0.50259,                0.58159,                0.50068,                0.37307,                0.89339,                  1.455,                 1.2066,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.4026,                 1.1635,                 1.3907,                0.50437,                0.57933,                0.50051,                0.37303,                0.89261,                 1.4579,                 1.2059,               0.007327,               0.007327,               0.007327
                    272,                 1.4003,                 1.1616,                  1.388,                0.50493,                0.57827,                0.50164,                0.37399,                0.89143,                 1.4531,                 1.2046,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.4014,                 1.1644,                 1.3896,                0.50532,                0.58189,                0.50164,                0.37341,                0.89059,                 1.4487,                 1.2033,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.4003,                  1.165,                 1.3881,                0.50264,                0.58166,                0.50054,                0.37288,                0.89193,                 1.4486,                 1.2037,              0.0072973,              0.0072973,              0.0072973
                    275,                 1.4033,                 1.1656,                 1.3903,                0.49954,                0.58603,                0.50137,                0.37344,                0.89141,                 1.4471,                 1.2031,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.4005,                 1.1619,                 1.3891,                0.49768,                0.58551,                0.50152,                 0.3729,                0.89065,                 1.4443,                 1.2029,              0.0072775,              0.0072775,              0.0072775
                    277,                 1.3999,                 1.1631,                 1.3902,                0.49864,                0.58641,                0.50264,                0.37453,                0.88927,                 1.4426,                 1.2023,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.4002,                 1.1612,                 1.3894,                    0.5,                0.58664,                0.50197,                0.37418,                0.88957,                 1.4453,                 1.2026,              0.0072577,              0.0072577,              0.0072577
                    279,                 1.4018,                 1.1621,                 1.3885,                0.49932,                0.58588,                0.50193,                0.37409,                0.88987,                 1.4479,                 1.2028,              0.0072478,              0.0072478,              0.0072478
                    280,                    1.4,                 1.1619,                 1.3905,                0.50074,                 0.5849,                0.50015,                0.37308,                0.89052,                 1.4463,                 1.2033,              0.0072379,              0.0072379,              0.0072379
                    281,                 1.4019,                 1.1626,                 1.3896,                0.50155,                0.58149,                0.50008,                0.37261,                0.89246,                 1.4474,                 1.2051,               0.007228,               0.007228,               0.007228
                    282,                 1.3975,                 1.1623,                  1.389,                0.50378,                0.58053,                0.50182,                0.37405,                0.89131,                  1.446,                  1.204,              0.0072181,              0.0072181,              0.0072181
                    283,                 1.3993,                 1.1611,                 1.3893,                 0.5052,                0.58302,                0.50332,                0.37531,                0.89087,                 1.4447,                 1.2034,              0.0072082,              0.0072082,              0.0072082
                    284,                 1.4004,                 1.1638,                 1.3886,                 0.5049,                0.58534,                0.50455,                0.37613,                0.89086,                 1.4434,                 1.2032,              0.0071983,              0.0071983,              0.0071983
                    285,                 1.3996,                 1.1623,                 1.3887,                0.50468,                 0.5839,                0.50216,                0.37428,                0.89054,                 1.4411,                 1.2033,              0.0071884,              0.0071884,              0.0071884
                    286,                 1.3989,                 1.1618,                 1.3881,                0.50298,                0.58453,                0.50122,                0.37352,                0.89088,                  1.442,                 1.2037,              0.0071785,              0.0071785,              0.0071785
                    287,                 1.4002,                 1.1618,                 1.3899,                0.49766,                0.59168,                0.50188,                0.37401,                0.88879,                 1.4424,                 1.2023,              0.0071686,              0.0071686,              0.0071686
                    288,                 1.3987,                 1.1619,                 1.3896,                 0.5012,                0.58603,                0.50207,                0.37437,                 0.8891,                 1.4461,                 1.2025,              0.0071587,              0.0071587,              0.0071587
                    289,                 1.3968,                 1.1608,                 1.3892,                0.50324,                 0.5823,                0.50165,                0.37382,                0.88867,                 1.4463,                 1.2026,              0.0071488,              0.0071488,              0.0071488
                    290,                  1.399,                 1.1626,                 1.3887,                0.50073,                0.58207,                0.50022,                0.37293,                0.89054,                 1.4518,                  1.203,              0.0071389,              0.0071389,              0.0071389
                    291,                 1.3995,                  1.162,                 1.3887,                0.50157,                0.58468,                0.50052,                0.37277,                0.89092,                  1.453,                 1.2026,               0.007129,               0.007129,               0.007129
                    292,                 1.3983,                 1.1612,                 1.3894,                0.50056,                0.58581,                0.50063,                 0.3726,                0.89129,                 1.4537,                  1.203,              0.0071191,              0.0071191,              0.0071191
                    293,                 1.3996,                  1.163,                 1.3886,                 0.4996,                0.58106,                0.49957,                0.37199,                0.89066,                 1.4565,                 1.2027,              0.0071092,              0.0071092,              0.0071092
                    294,                 1.3982,                 1.1594,                 1.3868,                0.49748,                0.58732,                0.49943,                0.37251,                0.88919,                 1.4534,                 1.2022,              0.0070993,              0.0070993,              0.0070993
